event_occurrence_id,event_name,event_date_time_start,event_date_time_end,event_location,event_capacity,event_registration_deadline
1038,Monthly Art Studio Workshop,3/15/25 10:00,3/15/25 12:00,Community Center Room A,100,3/8/25 10:00
1039,Monthly Art Studio Workshop,8/15/25 10:00,8/15/25 12:00,Local Library,100,8/8/25 10:00
1040,Monthly Art Studio Workshop,11/15/25 10:00,11/15/25 12:00,Community Center Room A,100,11/8/25 10:00
1041,Leadership Circle Meetup,3/15/22 10:00,3/15/22 12:00,Ella Rises HQ,100,3/8/22 10:00
1042,Leadership Circle Meetup,9/15/22 10:00,9/15/22 12:00,Community Center Room A,100,9/8/22 10:00
1043,Leadership Circle Meetup,2/15/23 10:00,2/15/23 12:00,Ella Rises HQ,100,2/8/23 10:00
1044,Leadership Circle Meetup,9/15/23 10:00,9/15/23 12:00,Virtual Zoom,100,9/8/23 10:00
1045,Leadership Circle Meetup,12/15/23 10:00,12/15/23 12:00,Virtual Zoom,100,12/8/23 10:00
1046,Leadership Circle Meetup,3/15/24 10:00,3/15/24 12:00,Community Center Room A,100,3/8/24 10:00
1047,Leadership Circle Meetup,4/15/24 10:00,4/15/24 12:00,Local Library,100,4/8/24 10:00
1048,Leadership Circle Meetup,12/15/24 10:00,12/15/24 12:00,Local Library,100,12/8/24 10:00
1049,Leadership Circle Meetup,10/15/25 10:00,10/15/25 12:00,Art Studio 2,100,10/8/25 10:00
1050,Robotics Lab Saturday,12/11/21 10:00,12/11/21 12:00,Art Studio 2,100,12/4/21 10:00
1051,Robotics Lab Saturday,12/25/21 10:00,12/25/21 12:00,Virtual Zoom,100,12/18/21 10:00
1052,Robotics Lab Saturday,1/22/22 10:00,1/22/22 12:00,Community Center Room A,100,1/15/22 10:00
1053,Robotics Lab Saturday,1/29/22 10:00,1/29/22 12:00,Art Studio 2,100,1/22/22 10:00
1054,Robotics Lab Saturday,2/5/22 10:00,2/5/22 12:00,Ella Rises HQ,100,1/29/22 10:00
1055,Robotics Lab Saturday,2/12/22 10:00,2/12/22 12:00,Community Center Room A,100,2/5/22 10:00
1056,Robotics Lab Saturday,2/19/22 10:00,2/19/22 12:00,Ella Rises HQ,100,2/12/22 10:00
1057,Robotics Lab Saturday,3/12/22 10:00,3/12/22 12:00,Community Center Room A,100,3/5/22 10:00
1058,Robotics Lab Saturday,3/19/22 10:00,3/19/22 12:00,Art Studio 2,100,3/12/22 10:00
1059,Robotics Lab Saturday,4/16/22 10:00,4/16/22 12:00,Local Library,100,4/9/22 10:00
1060,Robotics Lab Saturday,5/28/22 10:00,5/28/22 12:00,Art Studio 2,100,5/21/22 10:00
1061,Robotics Lab Saturday,6/25/22 10:00,6/25/22 12:00,Community Center Room A,100,6/18/22 10:00
1062,Robotics Lab Saturday,7/2/22 10:00,7/2/22 12:00,Ella Rises HQ,100,6/25/22 10:00
1063,Robotics Lab Saturday,7/9/22 10:00,7/9/22 12:00,Local Library,100,7/2/22 10:00
1064,Robotics Lab Saturday,7/23/22 10:00,7/23/22 12:00,Community Center Room A,100,7/16/22 10:00
1065,Robotics Lab Saturday,8/6/22 10:00,8/6/22 12:00,Virtual Zoom,100,7/30/22 10:00
1066,Robotics Lab Saturday,8/20/22 10:00,8/20/22 12:00,Virtual Zoom,100,8/13/22 10:00
1067,Robotics Lab Saturday,8/27/22 10:00,8/27/22 12:00,Virtual Zoom,100,8/20/22 10:00
1068,Robotics Lab Saturday,9/17/22 10:00,9/17/22 12:00,Community Center Room A,100,9/10/22 10:00
1069,Robotics Lab Saturday,10/1/22 10:00,10/1/22 12:00,Ella Rises HQ,100,9/24/22 10:00
1070,Robotics Lab Saturday,10/29/22 10:00,10/29/22 12:00,Art Studio 2,100,10/22/22 10:00
1071,Robotics Lab Saturday,11/5/22 10:00,11/5/22 12:00,Community Center Room A,100,10/29/22 10:00
1072,Robotics Lab Saturday,12/3/22 10:00,12/3/22 12:00,Virtual Zoom,100,11/26/22 10:00
1073,Robotics Lab Saturday,12/10/22 10:00,12/10/22 12:00,Art Studio 2,100,12/3/22 10:00
1074,Robotics Lab Saturday,12/24/22 10:00,12/24/22 12:00,Art Studio 2,100,12/17/22 10:00
1075,Robotics Lab Saturday,12/31/22 10:00,12/31/22 12:00,Local Library,100,12/24/22 10:00
1076,Robotics Lab Saturday,1/7/23 10:00,1/7/23 12:00,Ella Rises HQ,100,12/31/22 10:00
1077,Robotics Lab Saturday,3/25/23 10:00,3/25/23 12:00,Community Center Room A,100,3/18/23 10:00
1078,Robotics Lab Saturday,5/6/23 10:00,5/6/23 12:00,Ella Rises HQ,100,4/29/23 10:00
1079,Robotics Lab Saturday,5/13/23 10:00,5/13/23 12:00,Virtual Zoom,100,5/6/23 10:00
1080,Robotics Lab Saturday,5/27/23 10:00,5/27/23 12:00,Local Library,100,5/20/23 10:00
1081,Robotics Lab Saturday,6/10/23 10:00,6/10/23 12:00,Community Center Room A,100,6/3/23 10:00
1082,Robotics Lab Saturday,8/26/23 10:00,8/26/23 12:00,Local Library,100,8/19/23 10:00
1083,Robotics Lab Saturday,9/2/23 10:00,9/2/23 12:00,Local Library,100,8/26/23 10:00
1084,Robotics Lab Saturday,12/9/23 10:00,12/9/23 12:00,Art Studio 2,100,12/2/23 10:00
1085,Robotics Lab Saturday,1/6/24 10:00,1/6/24 12:00,Ella Rises HQ,100,12/30/23 10:00
1086,Robotics Lab Saturday,1/13/24 10:00,1/13/24 12:00,Community Center Room A,100,1/6/24 10:00
1087,Robotics Lab Saturday,1/27/24 10:00,1/27/24 12:00,Community Center Room A,100,1/20/24 10:00
1088,Robotics Lab Saturday,2/10/24 10:00,2/10/24 12:00,Virtual Zoom,100,2/3/24 10:00
1089,Robotics Lab Saturday,2/24/24 10:00,2/24/24 12:00,Local Library,100,2/17/24 10:00
1090,Robotics Lab Saturday,3/16/24 10:00,3/16/24 12:00,Ella Rises HQ,100,3/9/24 10:00
1091,Robotics Lab Saturday,4/13/24 10:00,4/13/24 12:00,Art Studio 2,100,4/6/24 10:00
1092,Robotics Lab Saturday,6/8/24 10:00,6/8/24 12:00,Art Studio 2,100,6/1/24 10:00
1093,Robotics Lab Saturday,7/27/24 10:00,7/27/24 12:00,Ella Rises HQ,100,7/20/24 10:00
1094,Robotics Lab Saturday,9/14/24 10:00,9/14/24 12:00,Ella Rises HQ,100,9/7/24 10:00
1095,Robotics Lab Saturday,9/21/24 10:00,9/21/24 12:00,Local Library,100,9/14/24 10:00
1096,Robotics Lab Saturday,9/28/24 10:00,9/28/24 12:00,Local Library,100,9/21/24 10:00
1097,Robotics Lab Saturday,10/5/24 10:00,10/5/24 12:00,Local Library,100,9/28/24 10:00
1098,Robotics Lab Saturday,11/9/24 10:00,11/9/24 12:00,Local Library,100,11/2/24 10:00
1099,Robotics Lab Saturday,11/23/24 10:00,11/23/24 12:00,Virtual Zoom,100,11/16/24 10:00
1100,Robotics Lab Saturday,11/30/24 10:00,11/30/24 12:00,Ella Rises HQ,100,11/23/24 10:00
1101,Robotics Lab Saturday,12/7/24 10:00,12/7/24 12:00,Community Center Room A,100,11/30/24 10:00
1102,Robotics Lab Saturday,12/14/24 10:00,12/14/24 12:00,Local Library,100,12/7/24 10:00
1103,Robotics Lab Saturday,12/28/24 10:00,12/28/24 12:00,Virtual Zoom,100,12/21/24 10:00
1104,Robotics Lab Saturday,2/8/25 10:00,2/8/25 12:00,Local Library,100,2/1/25 10:00
1105,Robotics Lab Saturday,2/22/25 10:00,2/22/25 12:00,Virtual Zoom,100,2/15/25 10:00
1106,Robotics Lab Saturday,3/22/25 10:00,3/22/25 12:00,Ella Rises HQ,100,3/15/25 10:00
1107,Robotics Lab Saturday,3/29/25 10:00,3/29/25 12:00,Ella Rises HQ,100,3/22/25 10:00
1108,Robotics Lab Saturday,6/7/25 10:00,6/7/25 12:00,Ella Rises HQ,100,5/31/25 10:00
1109,Robotics Lab Saturday,6/14/25 10:00,6/14/25 12:00,Local Library,100,6/7/25 10:00
1110,Robotics Lab Saturday,7/5/25 10:00,7/5/25 12:00,Ella Rises HQ,100,6/28/25 10:00
1111,Robotics Lab Saturday,7/26/25 10:00,7/26/25 12:00,Community Center Room A,100,7/19/25 10:00
1112,Robotics Lab Saturday,9/6/25 10:00,9/6/25 12:00,Community Center Room A,100,8/30/25 10:00
1113,Robotics Lab Saturday,9/13/25 10:00,9/13/25 12:00,Local Library,100,9/6/25 10:00
1114,Data Science Study Group,12/8/21 10:00,12/8/21 12:00,Virtual Zoom,100,12/1/21 10:00
1115,Data Science Study Group,12/29/21 10:00,12/29/21 12:00,Community Center Room A,100,12/22/21 10:00
1116,Data Science Study Group,1/5/22 10:00,1/5/22 12:00,Ella Rises HQ,100,12/29/21 10:00
1117,Data Science Study Group,1/19/22 10:00,1/19/22 12:00,Ella Rises HQ,100,1/12/22 10:00
1118,Data Science Study Group,2/23/22 10:00,2/23/22 12:00,Art Studio 2,100,2/16/22 10:00
1119,Data Science Study Group,3/23/22 10:00,3/23/22 12:00,Community Center Room A,100,3/16/22 10:00
1120,Data Science Study Group,4/20/22 10:00,4/20/22 12:00,Art Studio 2,100,4/13/22 10:00
1121,Data Science Study Group,4/27/22 10:00,4/27/22 12:00,Local Library,100,4/20/22 10:00
1122,Data Science Study Group,5/11/22 10:00,5/11/22 12:00,Art Studio 2,100,5/4/22 10:00
1123,Data Science Study Group,6/1/22 10:00,6/1/22 12:00,Art Studio 2,100,5/25/22 10:00
1124,Data Science Study Group,7/13/22 10:00,7/13/22 12:00,Virtual Zoom,100,7/6/22 10:00
1125,Data Science Study Group,7/20/22 10:00,7/20/22 12:00,Art Studio 2,100,7/13/22 10:00
1126,Data Science Study Group,7/27/22 10:00,7/27/22 12:00,Community Center Room A,100,7/20/22 10:00
1127,Data Science Study Group,8/10/22 10:00,8/10/22 12:00,Community Center Room A,100,8/3/22 10:00
1128,Data Science Study Group,8/31/22 10:00,8/31/22 12:00,Art Studio 2,100,8/24/22 10:00
1129,Data Science Study Group,9/7/22 10:00,9/7/22 12:00,Ella Rises HQ,100,8/31/22 10:00
1130,Data Science Study Group,9/28/22 10:00,9/28/22 12:00,Virtual Zoom,100,9/21/22 10:00
1131,Data Science Study Group,10/26/22 10:00,10/26/22 12:00,Community Center Room A,100,10/19/22 10:00
1132,Data Science Study Group,11/16/22 10:00,11/16/22 12:00,Ella Rises HQ,100,11/9/22 10:00
1133,Data Science Study Group,11/30/22 10:00,11/30/22 12:00,Ella Rises HQ,100,11/23/22 10:00
1134,Data Science Study Group,12/7/22 10:00,12/7/22 12:00,Art Studio 2,100,11/30/22 10:00
1135,Data Science Study Group,12/28/22 10:00,12/28/22 12:00,Art Studio 2,100,12/21/22 10:00
1136,Data Science Study Group,1/4/23 10:00,1/4/23 12:00,Art Studio 2,100,12/28/22 10:00
1137,Data Science Study Group,1/11/23 10:00,1/11/23 12:00,Ella Rises HQ,100,1/4/23 10:00
1138,Data Science Study Group,1/18/23 10:00,1/18/23 12:00,Art Studio 2,100,1/11/23 10:00
1139,Data Science Study Group,2/8/23 10:00,2/8/23 12:00,Community Center Room A,100,2/1/23 10:00
1140,Data Science Study Group,2/22/23 10:00,2/22/23 12:00,Virtual Zoom,100,2/15/23 10:00
1141,Data Science Study Group,3/8/23 10:00,3/8/23 12:00,Community Center Room A,100,3/1/23 10:00
1142,Data Science Study Group,3/15/23 10:00,3/15/23 12:00,Community Center Room A,100,3/8/23 10:00
1143,Data Science Study Group,4/12/23 10:00,4/12/23 12:00,Community Center Room A,100,4/5/23 10:00
1144,Data Science Study Group,5/10/23 10:00,5/10/23 12:00,Virtual Zoom,100,5/3/23 10:00
1145,Data Science Study Group,5/17/23 10:00,5/17/23 12:00,Ella Rises HQ,100,5/10/23 10:00
1146,Data Science Study Group,5/24/23 10:00,5/24/23 12:00,Community Center Room A,100,5/17/23 10:00
1147,Data Science Study Group,6/7/23 10:00,6/7/23 12:00,Art Studio 2,100,5/31/23 10:00
1148,Data Science Study Group,7/5/23 10:00,7/5/23 12:00,Art Studio 2,100,6/28/23 10:00
1149,Data Science Study Group,7/19/23 10:00,7/19/23 12:00,Ella Rises HQ,100,7/12/23 10:00
1150,Data Science Study Group,7/26/23 10:00,7/26/23 12:00,Community Center Room A,100,7/19/23 10:00
1151,Data Science Study Group,8/2/23 10:00,8/2/23 12:00,Virtual Zoom,100,7/26/23 10:00
1152,Data Science Study Group,9/6/23 10:00,9/6/23 12:00,Local Library,100,8/30/23 10:00
1153,Data Science Study Group,11/1/23 10:00,11/1/23 12:00,Ella Rises HQ,100,10/25/23 10:00
1154,Data Science Study Group,11/8/23 10:00,11/8/23 12:00,Local Library,100,11/1/23 10:00
1155,Data Science Study Group,11/15/23 10:00,11/15/23 12:00,Ella Rises HQ,100,11/8/23 10:00
1156,Data Science Study Group,11/29/23 10:00,11/29/23 12:00,Local Library,100,11/22/23 10:00
1157,Data Science Study Group,12/13/23 10:00,12/13/23 12:00,Virtual Zoom,100,12/6/23 10:00
1158,Data Science Study Group,1/24/24 10:00,1/24/24 12:00,Community Center Room A,100,1/17/24 10:00
1159,Data Science Study Group,2/7/24 10:00,2/7/24 12:00,Art Studio 2,100,1/31/24 10:00
1160,Data Science Study Group,2/21/24 10:00,2/21/24 12:00,Ella Rises HQ,100,2/14/24 10:00
1161,Data Science Study Group,3/13/24 10:00,3/13/24 12:00,Local Library,100,3/6/24 10:00
1162,Data Science Study Group,4/3/24 10:00,4/3/24 12:00,Art Studio 2,100,3/27/24 10:00
1163,Data Science Study Group,5/15/24 10:00,5/15/24 12:00,Community Center Room A,100,5/8/24 10:00
1164,Data Science Study Group,6/12/24 10:00,6/12/24 12:00,Ella Rises HQ,100,6/5/24 10:00
1165,Data Science Study Group,7/17/24 10:00,7/17/24 12:00,Virtual Zoom,100,7/10/24 10:00
1166,Data Science Study Group,7/31/24 10:00,7/31/24 12:00,Community Center Room A,100,7/24/24 10:00
1167,Data Science Study Group,8/28/24 10:00,8/28/24 12:00,Community Center Room A,100,8/21/24 10:00
1168,Data Science Study Group,10/9/24 10:00,10/9/24 12:00,Community Center Room A,100,10/2/24 10:00
1169,Data Science Study Group,10/23/24 10:00,10/23/24 12:00,Virtual Zoom,100,10/16/24 10:00
1170,Data Science Study Group,12/25/24 10:00,12/25/24 12:00,Virtual Zoom,100,12/18/24 10:00
1171,Data Science Study Group,1/1/25 10:00,1/1/25 12:00,Community Center Room A,100,12/25/24 10:00
1172,Data Science Study Group,1/8/25 10:00,1/8/25 12:00,Community Center Room A,100,1/1/25 10:00
1173,Data Science Study Group,2/19/25 10:00,2/19/25 12:00,Virtual Zoom,100,2/12/25 10:00
1174,Data Science Study Group,3/12/25 10:00,3/12/25 12:00,Local Library,100,3/5/25 10:00
1175,Data Science Study Group,3/19/25 10:00,3/19/25 12:00,Local Library,100,3/12/25 10:00
1176,Data Science Study Group,4/9/25 10:00,4/9/25 12:00,Art Studio 2,100,4/2/25 10:00
1177,Data Science Study Group,4/30/25 10:00,4/30/25 12:00,Art Studio 2,100,4/23/25 10:00
1178,Data Science Study Group,5/28/25 10:00,5/28/25 12:00,Local Library,100,5/21/25 10:00
1179,Data Science Study Group,7/2/25 10:00,7/2/25 12:00,Ella Rises HQ,100,6/25/25 10:00
1180,Data Science Study Group,7/30/25 10:00,7/30/25 12:00,Art Studio 2,100,7/23/25 10:00
1181,Data Science Study Group,8/6/25 10:00,8/6/25 12:00,Virtual Zoom,100,7/30/25 10:00
1182,Data Science Study Group,9/10/25 10:00,9/10/25 12:00,Art Studio 2,100,9/3/25 10:00
1183,Data Science Study Group,10/8/25 10:00,10/8/25 12:00,Ella Rises HQ,100,10/1/25 10:00
1184,Data Science Study Group,10/22/25 10:00,10/22/25 12:00,Virtual Zoom,100,10/15/25 10:00
1185,Data Science Study Group,11/5/25 10:00,11/5/25 12:00,Community Center Room A,100,10/29/25 10:00
1186,Intro to Painting Class,11/25/21 10:00,11/25/21 12:00,Ella Rises HQ,100,11/18/21 10:00
1187,Intro to Painting Class,12/9/21 10:00,12/9/21 12:00,Virtual Zoom,100,12/2/21 10:00
1188,Intro to Painting Class,12/23/21 10:00,12/23/21 12:00,Community Center Room A,100,12/16/21 10:00
1189,Intro to Painting Class,1/6/22 10:00,1/6/22 12:00,Ella Rises HQ,100,12/30/21 10:00
1190,Intro to Painting Class,1/13/22 10:00,1/13/22 12:00,Ella Rises HQ,100,1/6/22 10:00
1191,Intro to Painting Class,1/20/22 10:00,1/20/22 12:00,Virtual Zoom,100,1/13/22 10:00
1192,Intro to Painting Class,2/10/22 10:00,2/10/22 12:00,Community Center Room A,100,2/3/22 10:00
1193,Intro to Painting Class,4/7/22 10:00,4/7/22 12:00,Virtual Zoom,100,3/31/22 10:00
1194,Intro to Painting Class,4/28/22 10:00,4/28/22 12:00,Art Studio 2,100,4/21/22 10:00
1195,Intro to Painting Class,5/19/22 10:00,5/19/22 12:00,Art Studio 2,100,5/12/22 10:00
1196,Intro to Painting Class,5/26/22 10:00,5/26/22 12:00,Virtual Zoom,100,5/19/22 10:00
1197,Intro to Painting Class,6/2/22 10:00,6/2/22 12:00,Art Studio 2,100,5/26/22 10:00
1198,Intro to Painting Class,7/14/22 10:00,7/14/22 12:00,Virtual Zoom,100,7/7/22 10:00
1199,Intro to Painting Class,7/21/22 10:00,7/21/22 12:00,Community Center Room A,100,7/14/22 10:00
1200,Intro to Painting Class,7/28/22 10:00,7/28/22 12:00,Community Center Room A,100,7/21/22 10:00
1201,Intro to Painting Class,8/11/22 10:00,8/11/22 12:00,Local Library,100,8/4/22 10:00
1202,Intro to Painting Class,9/8/22 10:00,9/8/22 12:00,Local Library,100,9/1/22 10:00
1203,Intro to Painting Class,9/15/22 10:00,9/15/22 12:00,Ella Rises HQ,100,9/8/22 10:00
1204,Intro to Painting Class,9/22/22 10:00,9/22/22 12:00,Ella Rises HQ,100,9/15/22 10:00
1205,Intro to Painting Class,10/6/22 10:00,10/6/22 12:00,Community Center Room A,100,9/29/22 10:00
1206,Intro to Painting Class,11/3/22 10:00,11/3/22 12:00,Local Library,100,10/27/22 10:00
1207,Intro to Painting Class,11/17/22 10:00,11/17/22 12:00,Art Studio 2,100,11/10/22 10:00
1208,Intro to Painting Class,12/1/22 10:00,12/1/22 12:00,Virtual Zoom,100,11/24/22 10:00
1209,Intro to Painting Class,12/15/22 10:00,12/15/22 12:00,Art Studio 2,100,12/8/22 10:00
1210,Intro to Painting Class,12/22/22 10:00,12/22/22 12:00,Ella Rises HQ,100,12/15/22 10:00
1211,Intro to Painting Class,1/5/23 10:00,1/5/23 12:00,Virtual Zoom,100,12/29/22 10:00
1212,Intro to Painting Class,2/2/23 10:00,2/2/23 12:00,Art Studio 2,100,1/26/23 10:00
1213,Intro to Painting Class,2/9/23 10:00,2/9/23 12:00,Art Studio 2,100,2/2/23 10:00
1214,Intro to Painting Class,2/16/23 10:00,2/16/23 12:00,Ella Rises HQ,100,2/9/23 10:00
1215,Intro to Painting Class,4/6/23 10:00,4/6/23 12:00,Virtual Zoom,100,3/30/23 10:00
1216,Intro to Painting Class,4/20/23 10:00,4/20/23 12:00,Virtual Zoom,100,4/13/23 10:00
1217,Intro to Painting Class,4/27/23 10:00,4/27/23 12:00,Virtual Zoom,100,4/20/23 10:00
1218,Intro to Painting Class,5/4/23 10:00,5/4/23 12:00,Local Library,100,4/27/23 10:00
1219,Intro to Painting Class,6/8/23 10:00,6/8/23 12:00,Art Studio 2,100,6/1/23 10:00
1220,Intro to Painting Class,7/13/23 10:00,7/13/23 12:00,Local Library,100,7/6/23 10:00
1221,Intro to Painting Class,8/17/23 10:00,8/17/23 12:00,Ella Rises HQ,100,8/10/23 10:00
1222,Intro to Painting Class,8/31/23 10:00,8/31/23 12:00,Ella Rises HQ,100,8/24/23 10:00
1223,Intro to Painting Class,9/21/23 10:00,9/21/23 12:00,Ella Rises HQ,100,9/14/23 10:00
1224,Intro to Painting Class,10/5/23 10:00,10/5/23 12:00,Local Library,100,9/28/23 10:00
1225,Intro to Painting Class,11/23/23 10:00,11/23/23 12:00,Ella Rises HQ,100,11/16/23 10:00
1226,Intro to Painting Class,12/21/23 10:00,12/21/23 12:00,Ella Rises HQ,100,12/14/23 10:00
1227,Intro to Painting Class,1/4/24 10:00,1/4/24 12:00,Virtual Zoom,100,12/28/23 10:00
1228,Intro to Painting Class,1/18/24 10:00,1/18/24 12:00,Virtual Zoom,100,1/11/24 10:00
1229,Intro to Painting Class,2/15/24 10:00,2/15/24 12:00,Virtual Zoom,100,2/8/24 10:00
1230,Intro to Painting Class,2/22/24 10:00,2/22/24 12:00,Community Center Room A,100,2/15/24 10:00
1231,Intro to Painting Class,2/29/24 10:00,2/29/24 12:00,Community Center Room A,100,2/22/24 10:00
1232,Intro to Painting Class,3/7/24 10:00,3/7/24 12:00,Art Studio 2,100,2/29/24 10:00
1233,Intro to Painting Class,4/4/24 10:00,4/4/24 12:00,Virtual Zoom,100,3/28/24 10:00
1234,Intro to Painting Class,5/16/24 10:00,5/16/24 12:00,Art Studio 2,100,5/9/24 10:00
1235,Intro to Painting Class,5/30/24 10:00,5/30/24 12:00,Community Center Room A,100,5/23/24 10:00
1236,Intro to Painting Class,6/13/24 10:00,6/13/24 12:00,Local Library,100,6/6/24 10:00
1237,Intro to Painting Class,6/20/24 10:00,6/20/24 12:00,Local Library,100,6/13/24 10:00
1238,Intro to Painting Class,7/18/24 10:00,7/18/24 12:00,Community Center Room A,100,7/11/24 10:00
1239,Intro to Painting Class,7/25/24 10:00,7/25/24 12:00,Ella Rises HQ,100,7/18/24 10:00
1240,Intro to Painting Class,8/15/24 10:00,8/15/24 12:00,Ella Rises HQ,100,8/8/24 10:00
1241,Intro to Painting Class,9/26/24 10:00,9/26/24 12:00,Ella Rises HQ,100,9/19/24 10:00
1242,Intro to Painting Class,10/3/24 10:00,10/3/24 12:00,Local Library,100,9/26/24 10:00
1243,Intro to Painting Class,10/24/24 10:00,10/24/24 12:00,Ella Rises HQ,100,10/17/24 10:00
1244,Intro to Painting Class,11/7/24 10:00,11/7/24 12:00,Local Library,100,10/31/24 10:00
1245,Intro to Painting Class,11/21/24 10:00,11/21/24 12:00,Community Center Room A,100,11/14/24 10:00
1246,Intro to Painting Class,12/12/24 10:00,12/12/24 12:00,Virtual Zoom,100,12/5/24 10:00
1247,Intro to Painting Class,12/26/24 10:00,12/26/24 12:00,Art Studio 2,100,12/19/24 10:00
1248,Intro to Painting Class,1/23/25 10:00,1/23/25 12:00,Virtual Zoom,100,1/16/25 10:00
1249,Intro to Painting Class,3/27/25 10:00,3/27/25 12:00,Local Library,100,3/20/25 10:00
1250,Intro to Painting Class,5/22/25 10:00,5/22/25 12:00,Local Library,100,5/15/25 10:00
1251,Intro to Painting Class,6/19/25 10:00,6/19/25 12:00,Ella Rises HQ,100,6/12/25 10:00
1252,Intro to Painting Class,7/3/25 10:00,7/3/25 12:00,Local Library,100,6/26/25 10:00
1253,Intro to Painting Class,7/10/25 10:00,7/10/25 12:00,Ella Rises HQ,100,7/3/25 10:00
1254,Intro to Painting Class,7/31/25 10:00,7/31/25 12:00,Ella Rises HQ,100,7/24/25 10:00
1255,Intro to Painting Class,8/7/25 10:00,8/7/25 12:00,Local Library,100,7/31/25 10:00
1256,Intro to Painting Class,10/9/25 10:00,10/9/25 12:00,Ella Rises HQ,100,10/2/25 10:00
1257,Intro to Painting Class,10/23/25 10:00,10/23/25 12:00,Ella Rises HQ,100,10/16/25 10:00
1258,Web Dev Bootcamp Night,11/12/21 10:00,11/12/21 12:00,Community Center Room A,100,11/5/21 10:00
1259,Web Dev Bootcamp Night,11/26/21 10:00,11/26/21 12:00,Local Library,100,11/19/21 10:00
1260,Web Dev Bootcamp Night,12/10/21 10:00,12/10/21 12:00,Local Library,100,12/3/21 10:00
1261,Web Dev Bootcamp Night,12/31/21 10:00,12/31/21 12:00,Ella Rises HQ,100,12/24/21 10:00
1262,Web Dev Bootcamp Night,1/21/22 10:00,1/21/22 12:00,Virtual Zoom,100,1/14/22 10:00
1263,Web Dev Bootcamp Night,2/11/22 10:00,2/11/22 12:00,Local Library,100,2/4/22 10:00
1264,Web Dev Bootcamp Night,2/25/22 10:00,2/25/22 12:00,Community Center Room A,100,2/18/22 10:00
1265,Web Dev Bootcamp Night,3/18/22 10:00,3/18/22 12:00,Local Library,100,3/11/22 10:00
1266,Web Dev Bootcamp Night,4/1/22 10:00,4/1/22 12:00,Art Studio 2,100,3/25/22 10:00
1267,Web Dev Bootcamp Night,4/8/22 10:00,4/8/22 12:00,Virtual Zoom,100,4/1/22 10:00
1268,Web Dev Bootcamp Night,4/15/22 10:00,4/15/22 12:00,Art Studio 2,100,4/8/22 10:00
1269,Web Dev Bootcamp Night,4/22/22 10:00,4/22/22 12:00,Art Studio 2,100,4/15/22 10:00
1270,Web Dev Bootcamp Night,4/29/22 10:00,4/29/22 12:00,Local Library,100,4/22/22 10:00
1271,Web Dev Bootcamp Night,5/6/22 10:00,5/6/22 12:00,Art Studio 2,100,4/29/22 10:00
1272,Web Dev Bootcamp Night,7/8/22 10:00,7/8/22 12:00,Ella Rises HQ,100,7/1/22 10:00
1273,Web Dev Bootcamp Night,7/15/22 10:00,7/15/22 12:00,Art Studio 2,100,7/8/22 10:00
1274,Web Dev Bootcamp Night,7/29/22 10:00,7/29/22 12:00,Community Center Room A,100,7/22/22 10:00
1275,Web Dev Bootcamp Night,8/26/22 10:00,8/26/22 12:00,Virtual Zoom,100,8/19/22 10:00
1276,Web Dev Bootcamp Night,9/2/22 10:00,9/2/22 12:00,Community Center Room A,100,8/26/22 10:00
1277,Web Dev Bootcamp Night,9/16/22 10:00,9/16/22 12:00,Local Library,100,9/9/22 10:00
1278,Web Dev Bootcamp Night,9/23/22 10:00,9/23/22 12:00,Local Library,100,9/16/22 10:00
1279,Web Dev Bootcamp Night,9/30/22 10:00,9/30/22 12:00,Local Library,100,9/23/22 10:00
1280,Web Dev Bootcamp Night,10/28/22 10:00,10/28/22 12:00,Local Library,100,10/21/22 10:00
1281,Web Dev Bootcamp Night,11/11/22 10:00,11/11/22 12:00,Community Center Room A,100,11/4/22 10:00
1282,Web Dev Bootcamp Night,11/18/22 10:00,11/18/22 12:00,Community Center Room A,100,11/11/22 10:00
1283,Web Dev Bootcamp Night,12/9/22 10:00,12/9/22 12:00,Art Studio 2,100,12/2/22 10:00
1284,Web Dev Bootcamp Night,12/16/22 10:00,12/16/22 12:00,Virtual Zoom,100,12/9/22 10:00
1285,Web Dev Bootcamp Night,12/23/22 10:00,12/23/22 12:00,Ella Rises HQ,100,12/16/22 10:00
1286,Web Dev Bootcamp Night,1/27/23 10:00,1/27/23 12:00,Local Library,100,1/20/23 10:00
1287,Web Dev Bootcamp Night,2/3/23 10:00,2/3/23 12:00,Virtual Zoom,100,1/27/23 10:00
1288,Web Dev Bootcamp Night,2/10/23 10:00,2/10/23 12:00,Community Center Room A,100,2/3/23 10:00
1289,Web Dev Bootcamp Night,3/17/23 10:00,3/17/23 12:00,Community Center Room A,100,3/10/23 10:00
1290,Web Dev Bootcamp Night,6/2/23 10:00,6/2/23 12:00,Ella Rises HQ,100,5/26/23 10:00
1291,Web Dev Bootcamp Night,6/9/23 10:00,6/9/23 12:00,Community Center Room A,100,6/2/23 10:00
1292,Web Dev Bootcamp Night,6/23/23 10:00,6/23/23 12:00,Art Studio 2,100,6/16/23 10:00
1293,Web Dev Bootcamp Night,8/11/23 10:00,8/11/23 12:00,Local Library,100,8/4/23 10:00
1294,Web Dev Bootcamp Night,9/1/23 10:00,9/1/23 12:00,Ella Rises HQ,100,8/25/23 10:00
1295,Web Dev Bootcamp Night,9/29/23 10:00,9/29/23 12:00,Art Studio 2,100,9/22/23 10:00
